machine_id,timestamp,operating_hours,load_pct,days_since_maintenance,maintenance_count,temperature_C,pressure_bar,vibration_mms,rotation_speed_rpm,voltage_V,current_A,oil_temp_C,power_output_MW,efficiency_pct
GEN_0002,2020-06-19 19:00:00,6315.4,42.15,265.8,3,524.43,175.53,6.159,2981.8,10990.1,463.0,85.46,55.05,82.48
GEN_0006,2020-06-19 20:00:00,3064.7,75.21,340.9,1,541.45,172.68,2.089,2951.5,10836.2,528.83,64.5,120.57,86.68
GEN_0018,2020-06-19 21:00:00,1484.4,80.59,328.3,0,539.59,154.13,2.65,2969.9,10698.6,532.44,76.67,145.63,92.76
GEN_0004,2020-06-19 22:00:00,6149.6,55.38,290.8,3,551.84,161.78,4.891,2839.1,10623.3,561.31,72.24,84.34,83.91
GEN_0014,2020-06-19 23:00:00,7024.8,74.18,284.7,3,535.52,170.75,3.016,2919.0,10816.0,555.7,72.24,124.2,84.77
GEN_0001,2020-06-20 00:00:00,5694.4,69.84,331.7,2,534.55,166.08,2.88,2977.0,10505.5,550.28,77.65,113.7,82.52
GEN_0019,2020-06-20 01:00:00,1544.9,99.22,253.7,0,527.0,168.37,1.7,3029.1,10949.3,556.85,70.52,166.74,91.29
GEN_0008,2020-06-20 02:00:00,2993.1,62.15,136.5,1,558.8,158.75,1.769,3040.4,10984.7,527.22,69.03,101.91,87.11
GEN_0003,2020-06-20 03:00:00,1663.4,44.45,268.5,0,519.47,148.5,0.612,2972.6,10471.4,452.6,76.65,74.57,90.52
GEN_0010,2020-06-20 04:00:00,8407.0,80.36,357.1,4,579.17,181.73,4.0,2933.4,10833.3,575.71,81.14,121.94,80.95
GEN_0010,2020-06-20 05:00:00,1390.8,46.02,306.1,0,514.42,163.31,1.918,3024.4,10787.0,469.69,69.21,68.39,92.62
GEN_0002,2020-06-20 06:00:00,4582.4,86.75,286.2,2,561.57,164.43,2.998,3033.5,11123.9,572.63,73.03,161.18,89.4
GEN_0006,2020-06-20 07:00:00,5145.6,41.08,183.7,2,525.39,154.31,2.679,2925.1,10722.4,470.07,79.53,68.85,86.16
GEN_0015,2020-06-20 08:00:00,2615.6,87.18,272.7,1,534.2,156.82,1.547,3013.2,10816.1,500.02,64.9,159.6,88.67
GEN_0011,2020-06-20 09:00:00,5497.8,84.95,255.2,2,542.28,162.26,7.577,3084.2,10747.8,546.95,75.74,145.37,85.63
GEN_0002,2020-06-20 10:00:00,7768.7,66.68,222.6,3,566.87,176.24,4.92,2952.5,10885.4,575.01,78.59,103.91,83.41
GEN_0014,2020-06-20 11:00:00,6151.1,71.37,239.5,3,538.81,166.17,4.979,2941.0,10682.6,561.99,77.66,105.41,84.66
GEN_0005,2020-06-20 12:00:00,1833.7,58.62,20.8,0,532.34,174.75,6.003,2953.1,10642.9,493.02,72.93,108.29,89.2
GEN_0016,2020-06-20 13:00:00,4321.2,50.66,219.0,2,512.57,164.37,1.782,3016.4,11068.0,465.59,77.69,71.46,84.39
GEN_0017,2020-06-20 14:00:00,4712.6,76.39,97.2,2,563.04,142.08,12.3,2911.1,11026.8,559.81,94.7,124.16,70.15
GEN_0006,2020-06-20 15:00:00,7908.7,44.66,331.9,3,551.6,161.22,4.399,2916.4,10809.5,510.2,82.59,62.02,83.98
GEN_0020,2020-06-20 16:00:00,7406.6,63.62,358.4,3,545.39,160.41,4.515,2984.9,10619.5,516.66,75.56,98.52,86.94
GEN_0016,2020-06-20 17:00:00,5863.0,90.01,119.0,2,546.46,160.06,6.669,2958.7,10992.7,558.82,84.08,145.68,82.66
GEN_0013,2020-06-20 18:00:00,3839.5,90.42,97.7,1,542.5,169.01,2.874,2982.4,10711.5,578.03,79.17,150.83,86.4
GEN_0016,2020-06-20 19:00:00,1020.8,93.15,338.8,0,495.45,156.88,1.094,2991.9,11266.7,560.56,63.21,163.77,93.48
GEN_0016,2020-06-20 20:00:00,1006.5,64.32,308.9,0,511.97,164.04,1.244,3057.9,11325.5,463.52,69.05,115.42,94.14
GEN_0011,2020-06-20 21:00:00,956.3,88.62,275.4,0,527.12,171.31,4.066,2920.9,11264.7,569.44,64.16,158.15,86.8
GEN_0018,2020-06-20 22:00:00,8646.7,43.1,95.4,4,577.49,161.95,16.821,2861.0,10494.6,526.58,98.16,62.67,79.18
GEN_0001,2020-06-20 23:00:00,5989.6,47.34,29.7,2,565.84,169.16,4.24,2879.5,11126.8,472.97,72.67,80.27,84.05
GEN_0019,2020-06-21 00:00:00,1277.9,42.77,251.3,0,517.15,174.21,4.265,3058.5,10886.2,513.5,56.68,75.11,86.55
GEN_0012,2020-06-21 01:00:00,7930.8,59.98,7.5,3,539.73,176.93,4.047,2897.3,10891.1,486.71,72.43,95.17,84.24
GEN_0017,2020-06-21 02:00:00,5944.4,98.82,130.1,2,542.35,167.6,3.088,2987.1,10525.6,572.79,77.32,157.63,84.96
GEN_0019,2020-06-21 03:00:00,5048.4,54.95,71.6,2,540.09,162.71,4.782,2958.4,10672.4,505.49,84.18,90.18,89.64
GEN_0008,2020-06-21 04:00:00,5271.5,69.37,206.8,2,542.38,175.22,3.676,2943.9,10835.9,516.51,70.43,109.27,81.52
GEN_0016,2020-06-21 05:00:00,2167.2,50.18,5.7,1,532.45,147.82,1.199,2942.9,10781.6,510.8,61.01,86.74,86.13
GEN_0005,2020-06-21 06:00:00,8719.7,79.98,34.1,4,537.87,177.07,4.627,2878.7,10255.0,575.4,82.58,117.8,82.46
GEN_0004,2020-06-21 07:00:00,2440.0,77.17,258.0,1,544.05,166.61,2.129,2972.0,11031.1,558.24,72.95,123.1,92.22
GEN_0004,2020-06-21 08:00:00,8114.9,52.88,364.9,4,550.82,167.59,5.876,2956.6,10630.1,522.77,74.5,71.15,85.08
GEN_0007,2020-06-21 09:00:00,8624.8,52.2,66.0,4,518.14,166.86,4.654,2919.7,10760.8,485.22,90.28,70.08,84.82
GEN_0014,2020-06-21 10:00:00,4087.3,93.77,158.5,2,551.62,176.78,4.961,2975.5,10751.9,594.18,71.73,148.62,84.15
GEN_0010,2020-06-21 11:00:00,8113.2,76.69,24.1,4,541.25,164.88,4.822,2897.5,10534.7,594.34,80.22,106.87,82.82
GEN_0002,2020-06-21 12:00:00,4777.5,46.7,63.8,2,519.86,163.44,2.443,2897.4,10907.2,477.98,72.87,83.32,87.65
GEN_0007,2020-06-21 13:00:00,4610.4,44.19,92.4,2,536.54,145.32,4.201,2972.3,10708.0,476.69,67.72,62.75,85.06
GEN_0020,2020-06-21 14:00:00,5746.8,83.68,89.6,2,581.21,178.65,3.436,2836.8,10542.3,599.48,72.69,144.92,83.04
GEN_0001,2020-06-21 15:00:00,4663.9,62.22,61.0,2,643.63,136.23,14.708,2891.0,10871.2,487.51,90.05,106.72,75.56
GEN_0011,2020-06-21 16:00:00,5391.2,83.11,308.7,2,545.91,179.03,2.097,3005.8,11005.4,570.46,82.8,140.03,87.4
GEN_0008,2020-06-21 17:00:00,594.1,52.22,360.6,0,539.87,157.63,0.1,2958.0,10836.5,469.45,61.3,97.73,92.57
GEN_0002,2020-06-21 18:00:00,2260.6,81.87,143.8,1,535.39,160.64,3.293,2971.0,10504.1,500.93,67.72,142.97,92.22
GEN_0002,2020-06-21 19:00:00,7240.0,67.22,275.7,3,560.16,164.48,8.738,2997.2,10951.6,545.93,71.96,97.78,86.09
GEN_0006,2020-06-21 20:00:00,7218.2,95.68,111.6,3,554.45,158.41,9.246,2921.5,10892.3,614.27,78.7,163.0,82.48
GEN_0010,2020-06-21 21:00:00,6496.8,64.55,220.5,3,556.96,172.19,3.348,2919.4,10738.5,537.75,73.55,97.67,82.98
GEN_0017,2020-06-21 22:00:00,4342.6,65.56,68.6,2,554.81,175.15,2.375,2979.0,11175.3,510.05,73.3,105.46,90.45
GEN_0002,2020-06-21 23:00:00,8012.9,45.04,320.9,4,568.65,161.65,7.301,2950.0,10841.2,511.57,75.16,56.54,82.36
GEN_0011,2020-06-22 00:00:00,5304.3,87.04,95.7,2,554.65,158.2,3.082,3007.8,10653.8,602.24,77.53,132.7,89.13
GEN_0012,2020-06-22 01:00:00,3854.2,41.91,324.2,1,484.77,160.81,3.502,2974.2,10752.3,504.77,79.03,67.16,90.85
GEN_0019,2020-06-22 02:00:00,7745.8,85.42,106.7,3,584.7,165.31,12.312,3009.2,10926.4,563.34,83.79,138.27,82.03
GEN_0013,2020-06-22 03:00:00,5595.8,52.05,217.2,2,560.15,166.33,2.595,2918.1,10862.9,508.12,83.59,87.35,82.91
GEN_0005,2020-06-22 04:00:00,6286.1,54.88,7.3,3,555.56,172.11,2.962,2983.8,10549.5,500.9,80.89,81.73,88.98
GEN_0008,2020-06-22 05:00:00,361.1,79.88,154.1,0,536.79,168.46,1.596,2965.1,10589.6,467.07,69.51,147.09,93.62
GEN_0013,2020-06-22 06:00:00,6732.3,40.46,169.0,3,565.68,160.35,5.616,2860.3,10555.7,527.78,66.98,55.66,86.76
GEN_0011,2020-06-22 07:00:00,3711.5,81.98,9.3,1,523.24,160.08,1.754,2906.7,11027.3,593.8,72.08,146.53,83.59
GEN_0013,2020-06-22 08:00:00,6442.7,79.65,20.4,3,563.49,167.65,3.18,2972.5,10904.3,563.88,77.89,131.19,88.65
GEN_0018,2020-06-22 09:00:00,5778.7,46.35,319.7,2,529.68,155.75,3.0,2902.6,10483.1,486.2,72.55,74.21,80.65
GEN_0009,2020-06-22 10:00:00,7116.2,47.04,286.9,3,553.61,171.42,4.592,2967.8,10349.9,541.92,64.27,71.92,84.42
GEN_0020,2020-06-22 11:00:00,2584.6,58.24,265.7,1,551.29,167.81,1.422,2992.4,10838.9,492.31,67.84,104.04,89.92
GEN_0002,2020-06-22 12:00:00,2440.6,97.33,210.6,1,511.84,149.11,0.991,2942.5,11180.0,533.54,67.3,167.52,90.29
GEN_0011,2020-06-22 13:00:00,6540.7,95.09,128.4,3,559.67,176.89,3.896,2988.0,10658.3,621.23,83.43,152.13,83.24
GEN_0005,2020-06-22 14:00:00,160.0,60.77,266.7,0,498.53,162.02,1.294,2939.3,11027.8,482.87,59.15,117.9,93.18
GEN_0017,2020-06-22 15:00:00,1762.8,63.11,237.3,0,524.89,159.06,4.252,3062.6,11280.1,442.59,68.01,116.34,88.97
GEN_0009,2020-06-22 16:00:00,6865.4,60.23,83.0,3,534.06,166.49,11.598,2983.5,10687.4,531.7,79.84,91.82,81.69
GEN_0002,2020-06-22 17:00:00,4554.9,89.46,309.4,2,554.66,173.59,2.291,3027.5,10876.2,597.36,77.4,138.77,87.71
GEN_0018,2020-06-22 18:00:00,7565.4,86.19,240.9,3,581.81,152.05,17.464,2940.3,11100.5,592.54,99.99,138.77,73.06
GEN_0003,2020-06-22 19:00:00,3717.9,54.86,147.7,1,549.08,161.24,2.311,2956.9,11156.4,518.82,75.03,82.96,89.48
GEN_0005,2020-06-22 20:00:00,2068.3,85.3,201.8,1,537.12,161.75,2.387,2948.5,10755.9,535.88,75.01,138.65,93.66
GEN_0002,2020-06-22 21:00:00,6822.1,77.28,53.5,3,583.92,161.36,4.492,2877.5,10803.0,499.91,84.07,129.17,81.05
GEN_0001,2020-06-22 22:00:00,5671.5,80.18,127.7,2,579.01,150.82,3.919,2940.2,10556.6,552.97,70.92,136.69,86.22
GEN_0010,2020-06-22 23:00:00,7516.1,92.11,271.2,3,545.88,153.48,4.633,2942.7,10613.4,624.15,75.52,158.67,80.98
GEN_0003,2020-06-23 00:00:00,195.6,80.55,208.4,0,520.4,145.12,0.279,3038.2,10698.8,456.96,59.82,138.64,91.8
GEN_0006,2020-06-23 01:00:00,1297.2,83.51,270.3,0,543.21,163.06,9.98,3145.1,11074.4,525.89,68.62,151.21,84.67
GEN_0006,2020-06-23 02:00:00,6382.6,45.13,38.5,3,542.24,153.85,7.919,2904.9,10730.6,499.59,75.3,71.1,82.9
GEN_0009,2020-06-23 03:00:00,4036.6,57.78,42.7,2,526.8,157.04,5.716,3039.3,11000.0,525.3,76.12,90.6,84.15
GEN_0012,2020-06-23 04:00:00,6625.1,81.56,246.4,3,556.44,164.39,2.974,2976.7,10896.0,555.18,73.79,128.03,84.01
GEN_0010,2020-06-23 05:00:00,3992.7,58.01,270.8,1,550.33,170.5,6.928,2998.2,10800.8,480.89,76.72,92.53,83.61
GEN_0015,2020-06-23 06:00:00,6762.5,57.53,297.1,3,540.52,166.34,7.935,2846.3,10823.0,515.08,77.85,78.25,81.35
GEN_0006,2020-06-23 07:00:00,7249.6,89.33,348.2,3,558.44,173.0,4.439,2922.7,10970.2,586.1,75.87,146.02,84.6
GEN_0015,2020-06-23 08:00:00,109.7,42.22,285.4,0,512.48,159.27,1.615,2971.9,10873.4,449.54,59.43,73.2,90.55
GEN_0017,2020-06-23 09:00:00,6476.6,74.14,36.3,3,527.73,163.93,3.977,2984.9,10650.2,556.74,73.01,112.17,85.63
GEN_0019,2020-06-23 10:00:00,6771.5,96.06,267.3,3,572.1,165.37,3.273,2902.8,10925.0,568.16,85.52,156.53,82.39
GEN_0002,2020-06-23 11:00:00,5350.9,71.5,349.7,2,558.72,170.1,4.399,2944.0,10820.6,547.02,62.95,115.25,86.31
GEN_0014,2020-06-23 12:00:00,8195.0,63.7,163.0,4,560.23,168.88,3.493,2904.7,10492.7,551.65,75.22,91.74,82.75
GEN_0013,2020-06-23 13:00:00,1828.2,51.4,357.4,0,544.16,164.9,4.603,2892.3,10808.3,474.04,74.07,86.98,91.46
GEN_0011,2020-06-23 14:00:00,7643.5,48.2,354.2,3,562.93,156.17,4.036,3005.9,10781.9,479.98,79.1,69.25,85.23
GEN_0004,2020-06-23 15:00:00,3008.7,63.25,82.5,1,616.75,150.54,11.132,2939.1,10645.6,516.66,90.92,100.03,73.69
GEN_0014,2020-06-23 16:00:00,191.4,76.27,53.3,0,521.42,156.28,0.695,2921.2,10893.7,481.46,64.22,132.78,88.19
GEN_0005,2020-06-23 17:00:00,2069.2,68.73,180.5,1,577.33,126.02,6.704,2994.5,10338.4,498.34,79.83,113.88,70.8
GEN_0017,2020-06-23 18:00:00,7608.7,96.29,333.3,3,578.27,168.16,3.201,2863.7,10741.1,588.14,69.26,147.68,83.52
GEN_0012,2020-06-23 19:00:00,6425.6,73.93,183.7,3,541.74,165.14,3.488,2893.7,10957.4,522.2,75.12,121.56,86.8
GEN_0009,2020-06-23 20:00:00,509.7,65.54,183.5,0,536.19,154.74,1.869,3081.3,10974.2,542.31,67.87,114.29,93.16
GEN_0005,2020-06-23 21:00:00,114.5,41.54,317.7,0,492.19,145.33,2.21,2941.6,10950.4,410.57,78.43,73.62,91.74
GEN_0015,2020-06-23 22:00:00,6747.4,57.91,83.7,3,532.31,174.58,3.827,2914.9,10575.2,504.94,67.94,94.96,83.57
GEN_0012,2020-06-23 23:00:00,7604.1,54.78,170.6,3,535.62,156.7,4.889,2944.5,10716.0,508.67,73.59,78.8,82.54
GEN_0010,2020-06-24 00:00:00,2832.3,47.12,67.0,1,515.1,155.89,2.462,2966.6,10783.2,428.04,65.86,75.55,88.61
GEN_0014,2020-06-24 01:00:00,4778.8,52.63,170.8,2,529.85,158.78,5.273,3045.8,10736.2,513.88,77.3,77.14,87.9
GEN_0015,2020-06-24 02:00:00,1686.2,50.13,139.0,0,517.04,148.2,1.37,2954.7,10815.5,476.07,66.98,92.91,84.84
GEN_0013,2020-06-24 03:00:00,566.2,52.58,220.7,0,532.75,169.29,1.167,2877.3,11172.4,479.8,72.79,97.33,90.94
GEN_0006,2020-06-24 04:00:00,8261.1,74.22,259.8,4,591.21,168.94,15.287,2922.5,10956.7,572.73,86.44,114.83,73.2
GEN_0018,2020-06-24 05:00:00,528.8,73.95,155.6,0,523.61,172.15,2.155,2951.0,11091.1,527.49,61.45,123.85,92.04
GEN_0007,2020-06-24 06:00:00,3499.7,80.22,191.4,1,529.27,159.89,1.886,2943.6,10865.5,582.48,70.49,139.46,89.04
GEN_0020,2020-06-24 07:00:00,3657.0,77.07,103.2,1,540.6,163.82,1.713,2979.2,10863.0,519.28,71.38,130.81,91.0
GEN_0010,2020-06-24 08:00:00,8623.0,40.03,232.6,4,552.94,162.09,4.531,2896.8,11023.6,460.83,81.76,37.21,83.96
GEN_0008,2020-06-24 09:00:00,886.2,47.72,208.7,0,588.35,155.86,9.576,2965.5,11117.8,501.27,84.97,78.04,83.69
GEN_0001,2020-06-24 10:00:00,5440.1,62.9,256.6,2,550.54,173.88,3.162,2999.1,10615.3,548.06,74.29,94.47,86.7
GEN_0020,2020-06-24 11:00:00,591.3,60.12,278.3,0,540.7,162.09,1.056,3030.0,11009.5,484.76,66.42,94.95,93.51
GEN_0011,2020-06-24 12:00:00,4717.8,82.7,249.7,2,551.68,171.59,2.673,3067.1,10820.3,537.25,62.91,140.94,88.19
GEN_0008,2020-06-24 13:00:00,6736.4,72.8,340.7,3,532.65,165.69,3.093,2931.0,10929.2,557.16,74.64,121.12,84.13
GEN_0013,2020-06-24 14:00:00,1347.1,77.59,128.4,0,535.59,155.75,0.813,3019.7,11117.3,506.74,57.01,133.84,88.07
GEN_0015,2020-06-24 15:00:00,3859.4,54.85,27.6,1,534.48,160.6,4.407,3033.0,11043.7,473.54,74.69,83.52,84.38
GEN_0016,2020-06-24 16:00:00,1220.6,83.22,142.5,0,514.06,161.74,4.61,3012.3,10830.4,515.8,65.18,150.81,88.44
GEN_0006,2020-06-24 17:00:00,1274.6,85.04,249.5,0,524.99,170.98,1.533,3006.0,10921.5,535.22,63.95,152.7,87.86
GEN_0001,2020-06-24 18:00:00,5614.9,98.85,145.3,2,542.04,179.49,2.937,3012.6,10772.9,598.98,74.95,160.6,83.92
GEN_0008,2020-06-24 19:00:00,7555.1,77.0,351.4,3,553.59,167.57,4.368,2882.4,10816.8,578.94,75.28,116.05,85.69
GEN_0009,2020-06-24 20:00:00,2474.3,45.19,96.2,1,522.9,169.22,8.592,3000.2,10763.3,485.59,65.62,86.2,84.35
GEN_0014,2020-06-24 21:00:00,5207.5,93.16,274.3,2,555.67,161.04,2.724,2973.6,10540.4,647.82,74.26,150.5,82.3
GEN_0003,2020-06-24 22:00:00,4728.1,42.29,75.0,2,531.43,168.13,2.973,2914.4,10693.8,487.18,78.07,64.22,86.59
GEN_0003,2020-06-24 23:00:00,786.2,95.6,108.0,0,555.14,154.09,3.354,2968.9,11174.3,586.31,71.2,164.71,93.13
GEN_0012,2020-06-25 00:00:00,3962.6,40.72,235.9,1,575.42,138.05,9.742,3117.0,10965.6,457.77,98.32,63.28,66.85
GEN_0003,2020-06-25 01:00:00,5057.0,42.88,14.1,2,506.32,169.83,3.264,2905.9,10790.7,518.58,67.63,66.97,88.76
GEN_0010,2020-06-25 02:00:00,2106.0,40.47,104.3,1,535.47,162.28,1.622,3017.9,10832.4,450.07,77.83,62.04,88.03
GEN_0010,2020-06-25 03:00:00,5573.8,52.05,97.2,2,521.13,157.69,2.407,2929.9,11261.9,436.31,68.35,78.81,88.66
GEN_0008,2020-06-25 04:00:00,1556.8,68.97,130.4,0,508.13,146.09,1.886,3006.8,11276.2,482.09,75.21,125.66,86.92
GEN_0005,2020-06-25 05:00:00,1969.0,59.49,278.4,0,529.58,148.49,0.907,3007.4,10614.0,510.58,67.03,103.37,88.42
GEN_0001,2020-06-25 06:00:00,4438.6,76.83,322.9,2,619.71,154.44,16.482,2866.9,11027.9,524.56,101.46,133.24,85.71
GEN_0001,2020-06-25 07:00:00,6568.9,95.35,262.6,3,562.51,179.19,3.888,2893.6,10890.0,568.44,81.98,158.4,81.9
GEN_0012,2020-06-25 08:00:00,4019.0,44.55,37.6,2,519.46,169.11,1.914,2943.1,10855.6,464.4,79.26,62.41,88.03
GEN_0016,2020-06-25 09:00:00,3955.3,46.97,253.7,1,533.63,153.59,2.623,2983.9,11136.4,441.5,76.74,84.07,86.78
GEN_0002,2020-06-25 10:00:00,3077.1,52.88,308.2,1,528.98,174.48,3.028,3085.4,11037.9,491.22,79.85,78.91,84.4
GEN_0014,2020-06-25 11:00:00,4286.0,78.83,295.2,2,551.39,157.16,6.26,3024.7,10747.2,526.61,83.51,134.57,87.14
GEN_0020,2020-06-25 12:00:00,7311.1,94.52,212.8,3,556.14,178.09,3.6,2986.0,10753.8,563.76,75.74,165.6,84.52
GEN_0004,2020-06-25 13:00:00,5812.5,52.5,196.7,2,524.34,161.18,3.642,3026.2,10467.5,478.56,66.74,82.56,86.53
GEN_0003,2020-06-25 14:00:00,2680.1,53.65,251.6,1,508.35,161.3,2.424,2903.5,11247.0,440.35,70.46,93.64,91.26
GEN_0014,2020-06-25 15:00:00,7246.9,96.81,279.4,3,566.04,156.81,5.136,2987.6,11003.1,592.28,68.64,169.91,83.33
GEN_0007,2020-06-25 16:00:00,7147.1,89.3,342.9,3,552.26,173.18,4.48,2889.2,10880.9,555.0,75.46,140.64,83.79
GEN_0003,2020-06-25 17:00:00,3514.7,52.51,123.1,1,551.22,170.26,1.96,2994.8,10971.9,456.58,72.59,93.39,88.27
GEN_0001,2020-06-25 18:00:00,2963.7,43.92,317.6,1,541.33,159.56,2.498,2993.8,10949.8,483.09,66.18,76.78,91.15
GEN_0003,2020-06-25 19:00:00,6249.7,71.82,183.6,3,546.1,152.68,2.91,2949.0,10483.8,567.36,81.82,111.06,87.33
GEN_0005,2020-06-25 20:00:00,8389.7,49.36,340.0,4,557.08,164.71,5.363,2978.8,10860.0,538.68,86.75,75.24,80.25
GEN_0005,2020-06-25 21:00:00,3375.5,44.86,276.9,1,523.94,154.81,1.645,2929.0,10935.1,441.4,68.76,77.25,87.81
GEN_0013,2020-06-25 22:00:00,6910.6,85.59,131.7,3,556.13,158.07,4.826,2948.4,11090.8,583.84,74.91,129.59,87.0
GEN_0009,2020-06-25 23:00:00,4874.0,80.57,229.5,2,545.13,171.13,1.72,2994.8,10676.5,505.37,74.97,134.14,88.32
GEN_0015,2020-06-26 00:00:00,7700.6,78.8,93.7,3,560.24,166.71,4.051,2883.4,10832.7,558.39,78.67,117.52,81.51
GEN_0007,2020-06-26 01:00:00,5434.8,73.44,280.3,2,514.64,164.62,6.269,2951.7,11236.9,577.56,75.98,120.39,83.44
GEN_0001,2020-06-26 02:00:00,3108.1,85.5,179.9,1,531.34,174.7,2.024,2967.9,10711.8,591.01,72.36,144.94,88.74
GEN_0006,2020-06-26 03:00:00,2194.4,61.08,86.7,1,558.05,150.84,10.823,2929.2,11146.6,474.66,98.81,112.89,69.05
GEN_0020,2020-06-26 04:00:00,3349.2,76.93,81.3,1,539.72,178.16,4.601,2894.0,10804.4,516.57,63.78,133.33,87.95
GEN_0012,2020-06-26 05:00:00,2496.8,73.02,58.0,1,522.93,159.41,1.972,3000.1,10808.6,552.79,67.3,121.55,86.61
GEN_0004,2020-06-26 06:00:00,3864.9,63.75,166.3,1,524.01,167.63,7.814,3087.3,11044.8,505.51,70.08,104.67,90.05
GEN_0008,2020-06-26 07:00:00,5048.6,70.87,135.1,2,539.21,167.1,2.719,2882.8,10777.0,541.35,66.47,106.08,87.96
GEN_0008,2020-06-26 08:00:00,3820.0,98.34,104.9,1,543.21,164.39,2.876,2990.5,11180.5,604.26,79.11,167.48,86.08
GEN_0019,2020-06-26 09:00:00,8182.9,84.58,200.2,4,560.05,173.33,6.356,2923.3,10895.3,571.47,77.82,138.83,81.37
GEN_0020,2020-06-26 10:00:00,7875.0,89.57,252.9,3,600.66,169.36,5.041,2981.5,10816.7,630.14,75.97,158.88,83.87
GEN_0010,2020-06-26 11:00:00,3148.6,57.08,92.2,1,517.53,156.64,3.371,2972.4,10780.0,562.27,69.79,94.31,91.66
GEN_0004,2020-06-26 12:00:00,3424.4,59.72,271.9,1,536.54,167.36,4.912,3031.6,11037.8,537.41,76.31,108.87,87.18
GEN_0016,2020-06-26 13:00:00,1216.6,62.84,217.4,0,532.56,154.8,2.136,3036.5,10669.5,435.06,76.57,115.91,91.16
GEN_0017,2020-06-26 14:00:00,4080.7,51.24,60.8,2,554.19,151.46,5.69,2988.8,11224.7,505.23,74.4,79.22,88.16
GEN_0002,2020-06-26 15:00:00,5619.8,46.77,211.6,2,539.82,151.49,5.346,2904.2,11082.5,513.81,79.68,71.57,80.29
GEN_0004,2020-06-26 16:00:00,3342.2,94.72,91.3,1,527.56,170.9,1.257,2965.3,11041.5,593.52,72.76,160.66,88.33
GEN_0013,2020-06-26 17:00:00,2923.0,77.37,284.6,1,532.59,164.77,4.09,2955.2,10934.5,513.19,69.96,140.47,85.41
GEN_0016,2020-06-26 18:00:00,3288.1,85.33,129.8,1,526.05,166.92,3.18,2959.7,10810.8,603.38,63.47,142.1,87.14
GEN_0014,2020-06-26 19:00:00,5728.6,80.79,357.0,2,573.98,171.71,3.532,2968.6,10816.7,579.14,73.76,129.7,85.16
GEN_0015,2020-06-26 20:00:00,2350.7,41.37,216.4,1,567.6,147.2,7.316,3004.7,10824.7,461.14,85.57,68.02,79.53
GEN_0017,2020-06-26 21:00:00,3694.1,57.7,364.4,1,526.94,157.39,2.884,2931.4,10352.9,457.66,69.31,97.33,88.97
GEN_0010,2020-06-26 22:00:00,1647.9,90.37,321.6,0,538.41,171.54,1.122,2938.6,11356.5,567.29,55.12,170.61,90.58
GEN_0007,2020-06-26 23:00:00,3705.9,42.97,199.9,1,522.92,155.59,5.529,2944.6,10660.9,479.51,71.74,69.94,87.13
GEN_0011,2020-06-27 00:00:00,1033.1,99.96,74.9,0,535.31,172.83,4.243,2999.9,10706.7,592.14,62.42,178.75,83.98
GEN_0018,2020-06-27 01:00:00,405.3,40.29,355.8,0,535.51,147.88,0.902,3015.6,10964.4,417.9,67.32,71.92,94.58
GEN_0009,2020-06-27 02:00:00,4918.2,62.34,328.6,2,532.21,174.92,4.236,3000.7,10601.7,511.41,82.11,102.59,84.31
GEN_0009,2020-06-27 03:00:00,6411.5,61.79,86.1,3,531.36,161.83,2.9,2875.6,11208.4,516.35,79.35,94.35,89.02
GEN_0001,2020-06-27 04:00:00,4269.9,83.01,70.2,2,561.67,180.69,4.256,2950.5,10955.4,572.57,74.02,137.76,86.29
GEN_0019,2020-06-27 05:00:00,8105.4,72.01,47.6,4,599.12,153.67,18.053,3022.7,10470.6,528.72,108.31,104.81,64.03
GEN_0012,2020-06-27 06:00:00,8716.6,94.46,68.7,4,560.52,168.38,5.244,2882.3,10598.0,617.38,76.35,167.14,80.6
GEN_0002,2020-06-27 07:00:00,934.7,83.83,110.9,0,529.91,166.23,0.743,3100.9,11042.3,529.12,74.26,141.53,87.64
GEN_0001,2020-06-27 08:00:00,4898.7,80.34,269.1,2,538.73,148.47,2.137,2950.7,10921.7,545.97,67.0,122.6,86.2
GEN_0013,2020-06-27 09:00:00,6877.2,94.0,125.8,3,563.82,169.65,5.082,2920.7,10835.2,614.93,78.33,158.88,85.43
GEN_0010,2020-06-27 10:00:00,2686.8,55.0,151.3,1,517.46,151.49,4.314,2910.2,10749.0,503.24,63.71,99.98,87.54
GEN_0012,2020-06-27 11:00:00,4587.7,87.12,195.8,2,610.78,134.17,16.375,2885.4,10272.2,561.3,97.52,148.91,74.47
GEN_0004,2020-06-27 12:00:00,6013.0,47.88,257.7,3,510.9,162.25,3.419,2908.5,10406.9,478.1,80.69,67.43,87.71
GEN_0013,2020-06-27 13:00:00,8205.3,75.46,44.9,4,552.38,176.78,4.167,2919.0,10930.8,541.27,82.75,103.02,81.46
GEN_0018,2020-06-27 14:00:00,556.9,77.7,263.7,0,514.49,156.88,0.1,3082.4,10959.9,521.65,77.1,148.4,91.11
GEN_0017,2020-06-27 15:00:00,6305.4,68.17,230.4,3,553.39,158.74,3.797,2962.5,11054.1,536.94,87.68,114.74,85.87
GEN_0006,2020-06-27 16:00:00,1858.2,47.92,204.0,0,506.43,157.21,2.552,2984.3,10874.0,449.53,69.44,76.14,88.01
